client_id,first_active_timestamp,last_active_timestamp,active_duration_days,included_in_fixed_cohort_320,included_in_cohort_321,exclusion_reason
MT_051,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_052,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_053,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_054,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_055,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_056,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_057,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_058,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_059,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_060,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_061,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_062,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_063,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_064,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_065,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_066,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_067,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_068,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_069,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_070,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_071,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_072,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_073,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_074,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_075,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_076,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_077,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_078,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_079,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_080,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_081,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_082,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_083,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_084,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_085,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_086,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_087,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_088,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_089,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_090,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_091,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_092,2013-01-31 10:00:00,2015-01-01 00:00:00,699.58,NO,NO,Activated late during study period (2013-01-31 10:00:00)
MT_093,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_094,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_095,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_096,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_097,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_098,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_099,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_100,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_101,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_102,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_103,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_104,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_105,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_106,2014-01-14 00:15:00,2015-01-01 00:00:00,351.99,NO,NO,Activated late during study period (2014-01-14 00:15:00)
MT_107,2014-01-14 00:15:00,2015-01-01 00:00:00,351.99,NO,NO,Activated late during study period (2014-01-14 00:15:00)
MT_108,2014-01-14 00:15:00,2015-01-01 00:00:00,351.99,NO,NO,Activated late during study period (2014-01-14 00:15:00)
MT_109,2014-02-18 00:15:00,2015-01-01 00:00:00,316.99,NO,NO,Activated late during study period (2014-02-18 00:15:00)
MT_110,2014-01-14 00:15:00,2015-01-01 00:00:00,351.99,NO,NO,Activated late during study period (2014-01-14 00:15:00)
MT_111,2014-01-14 00:15:00,2015-01-01 00:00:00,351.99,NO,NO,Activated late during study period (2014-01-14 00:15:00)
MT_112,2014-02-12 00:15:00,2015-01-01 00:00:00,322.99,NO,NO,Activated late during study period (2014-02-12 00:15:00)
MT_113,2014-01-14 00:15:00,2015-01-01 00:00:00,351.99,NO,NO,Activated late during study period (2014-01-14 00:15:00)
MT_114,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_115,2014-01-14 00:15:00,2015-01-01 00:00:00,351.99,NO,NO,Activated late during study period (2014-01-14 00:15:00)
MT_116,2014-02-18 00:15:00,2015-01-01 00:00:00,316.99,NO,NO,Activated late during study period (2014-02-18 00:15:00)
MT_117,2014-01-14 00:15:00,2015-01-01 00:00:00,351.99,NO,NO,Activated late during study period (2014-01-14 00:15:00)
MT_118,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_119,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_120,2014-01-14 00:15:00,2015-01-01 00:00:00,351.99,NO,NO,Activated late during study period (2014-01-14 00:15:00)
MT_121,2014-01-14 00:15:00,2015-01-01 00:00:00,351.99,NO,NO,Activated late during study period (2014-01-14 00:15:00)
MT_122,2014-01-14 00:15:00,2015-01-01 00:00:00,351.99,NO,NO,Activated late during study period (2014-01-14 00:15:00)
MT_123,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_124,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_125,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_126,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_127,2012-07-01 00:30:00,2015-01-01 00:00:00,913.98,NO,NO,Activated late during study period (2012-07-01 00:30:00)
MT_128,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_129,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_130,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_131,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_132,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_133,2014-03-13 16:15:00,2015-01-01 00:00:00,293.32,NO,NO,Activated late during study period (2014-03-13 16:15:00)
MT_134,2013-01-01 00:15:00,2015-01-01 00:00:00,729.99,NO,NO,Activated late during study period (2013-01-01 00:15:00)
MT_135,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_136,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_137,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_138,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_139,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_140,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_141,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_142,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_143,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_144,2012-10-27 15:45:00,2015-01-01 00:00:00,795.34,NO,NO,Activated late during study period (2012-10-27 15:45:00)
MT_145,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_146,2012-01-07 16:30:00,2015-01-01 00:00:00,1089.31,NO,YES,Activated after 2012-01-01 start boundary (Activated 2012-01-07 16:30:00; member of Cohort 321)
MT_147,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_148,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_149,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_150,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_151,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_152,2013-01-01 00:15:00,2015-01-01 00:00:00,729.99,NO,NO,Activated late during study period (2013-01-01 00:15:00)
MT_153,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_154,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_155,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_156,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_157,2012-01-01 00:15:00,2015-01-01 00:00:00,1095.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_158,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_159,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_160,2014-02-04 00:15:00,2015-01-01 00:00:00,330.99,NO,NO,Activated late during study period (2014-02-04 00:15:00)
MT_161,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_162,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_163,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_164,2011-02-22 11:45:00,2015-01-01 00:00:00,1408.51,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_165,2013-09-05 10:30:00,2015-01-01 00:00:00,482.56,NO,NO,Activated late during study period (2013-09-05 10:30:00)
MT_166,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_167,2012-06-22 00:15:00,2015-01-01 00:00:00,922.99,NO,NO,Activated late during study period (2012-06-22 00:15:00)
MT_168,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_169,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_170,2013-02-28 00:15:00,2015-01-01 00:00:00,671.99,NO,NO,Activated late during study period (2013-02-28 00:15:00)
MT_171,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_172,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_173,2012-03-21 00:15:00,2015-01-01 00:00:00,1015.99,NO,NO,Activated late during study period (2012-03-21 00:15:00)
MT_174,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_175,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_176,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_177,2012-07-16 00:15:00,2015-01-01 00:00:00,898.99,NO,NO,Activated late during study period (2012-07-16 00:15:00)
MT_178,2014-07-18 00:15:00,2015-01-01 00:00:00,166.99,NO,NO,Activated late during study period (2014-07-18 00:15:00)
MT_179,2013-12-20 00:15:00,2015-01-01 00:00:00,376.99,NO,NO,Activated late during study period (2013-12-20 00:15:00)
MT_180,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_181,2014-03-05 00:15:00,2015-01-01 00:00:00,301.99,NO,NO,Activated late during study period (2014-03-05 00:15:00)
MT_182,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_183,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_184,2012-07-20 00:15:00,2015-01-01 00:00:00,894.99,NO,NO,Activated late during study period (2012-07-20 00:15:00)
MT_185,2013-06-21 00:15:00,2015-01-01 00:00:00,558.99,NO,NO,Activated late during study period (2013-06-21 00:15:00)
MT_186,2013-09-26 11:15:00,2015-01-01 00:00:00,461.53,NO,NO,Activated late during study period (2013-09-26 11:15:00)
MT_187,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_188,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_189,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_190,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_191,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_192,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_193,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_194,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_195,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_196,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_197,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_198,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_199,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_200,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_201,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_202,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_203,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_204,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_205,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_206,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_207,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_208,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_209,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_210,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
MT_211,2011-01-01 00:15:00,2015-01-01 00:00:00,1460.99,YES,YES,NONE (Active on or before 2012-01-01 00:15:00)
