client_id,first_nonzero_row,first_nonzero_ts,zero_count,nonzero_count,min_val,max_val,mean_val,negative_count
MT_037,35040,2012-01-01 00:15:00,35053,105203,0.0,299.806576402321,83.3734,0
MT_038,35040,2012-01-01 00:15:00,35052,105204,0.0,251.30890052356,89.8838,0
MT_039,96624,2013-10-03 12:15:00,96629,43627,0.0,129.643117261471,13.0558,0
MT_040,35040,2012-01-01 00:15:00,35052,105204,0.0,357.142857142857,74.7130,0
MT_041,94718,2013-09-13 15:45:00,94722,45534,0.0,192.045454545455,28.8159,0
MT_042,35040,2012-01-01 00:15:00,35053,105203,0.0,115.628970775095,31.7463,0
MT_043,35040,2012-01-01 00:15:00,35053,105203,0.0,2954.54545454545,814.3531,0
MT_044,35040,2012-01-01 00:15:00,35052,105204,0.0,93.2862190812721,22.8202,0
MT_045,35040,2012-01-01 00:15:00,35052,105204,0.0,241.962774957699,70.6575,0
MT_046,35040,2012-01-01 00:15:00,35052,105204,0.0,350.710900473934,98.5866,0
MT_047,35040,2012-01-01 00:15:00,35053,105203,0.0,70.4449152542373,21.0434,0
MT_048,35040,2012-01-01 00:15:00,35054,105202,0.0,47.0957613814757,11.5442,0
MT_049,35040,2012-01-01 00:15:00,35054,105202,0.0,2315.21739130435,699.3350,0
MT_050,35040,2012-01-01 00:15:00,35052,105204,0.0,441.281138790036,123.7804,0
MT_051,35040,2012-01-01 00:15:00,35052,105204,0.0,140.319715808171,41.5006,0
MT_052,35040,2012-01-01 00:15:00,35054,105202,0.0,87.962962962963,26.6611,0
MT_053,35040,2012-01-01 00:15:00,35052,105204,0.0,211.515863689777,50.2500,0
MT_054,35040,2012-01-01 00:15:00,35052,105204,0.0,146.882494004796,52.3575,0
MT_055,35040,2012-01-01 00:15:00,35054,105202,0.0,97.8336827393431,17.7528,0
MT_056,35040,2012-01-01 00:15:00,35053,105203,0.0,93.1297709923664,28.2045,0
MT_057,35040,2012-01-01 00:15:00,35673,104583,0.0,93.6967632027257,18.4342,0
MT_058,35040,2012-01-01 00:15:00,35053,105203,0.0,234.910277324633,64.0452,0
MT_059,35040,2012-01-01 00:15:00,35052,105204,0.0,250.219490781387,89.4287,0
MT_060,35040,2012-01-01 00:15:00,35053,105203,0.0,62.9405840886203,20.5587,0
MT_061,35040,2012-01-01 00:15:00,35053,105203,0.0,181.520850367948,56.7706,0
MT_062,35040,2012-01-01 00:15:00,35053,105203,0.0,151.03734439834,44.8615,0
MT_063,35040,2012-01-01 00:15:00,35053,105203,0.0,71.656050955414,16.9521,0
MT_064,35040,2012-01-01 00:15:00,35150,105106,0.0,3461.53846153846,1059.3387,0
MT_065,35040,2012-01-01 00:15:00,35054,105202,0.0,158.928571428571,47.2913,0
MT_066,35040,2012-01-01 00:15:00,46955,93301,0.0,137.903861308117,29.8404,0
MT_067,35040,2012-01-01 00:15:00,35054,105202,0.0,530.364372469636,147.1987,0
MT_068,35040,2012-01-01 00:15:00,35053,105203,0.0,580.046403712297,116.6898,0
MT_069,35040,2012-01-01 00:15:00,35052,105204,0.0,374.683544303797,121.3457,0
MT_070,35040,2012-01-01 00:15:00,35053,105203,0.0,107.784431137725,31.1315,0
MT_071,35040,2012-01-01 00:15:00,35053,105203,0.0,115.501519756839,34.2553,0
MT_072,35040,2012-01-01 00:15:00,35053,105203,0.0,235.294117647059,71.3976,0
MT_073,35040,2012-01-01 00:15:00,35052,105204,0.0,158.953722334004,35.3745,0
MT_074,35040,2012-01-01 00:15:00,35053,105203,0.0,216.069489685125,66.9091,0
MT_075,35040,2012-01-01 00:15:00,35055,105201,0.0,136.986301369863,35.9540,0
MT_076,35040,2012-01-01 00:15:00,35053,105203,0.0,159.223300970874,45.2924,0
MT_077,35040,2012-01-01 00:15:00,35053,105203,0.0,104.838709677419,26.5462,0
MT_078,35040,2012-01-01 00:15:00,35052,105204,0.0,113.553113553114,30.1900,0
MT_079,35040,2012-01-01 00:15:00,35053,105203,0.0,129.695251594614,24.3416,0
MT_080,35040,2012-01-01 00:15:00,35081,105175,0.0,46.8354430379747,10.8236,0
MT_081,35040,2012-01-01 00:15:00,35054,105202,0.0,262.032085561497,74.7762,0
MT_082,35040,2012-01-01 00:15:00,35053,105203,0.0,99.5639534883721,33.4109,0
MT_083,35040,2012-01-01 00:15:00,35053,105203,0.0,181.998021760633,53.6106,0
MT_084,35040,2012-01-01 00:15:00,35053,105203,0.0,626.582278481013,165.7606,0
MT_085,35040,2012-01-01 00:15:00,35052,105204,0.0,303.959131545338,93.0428,0
MT_086,35040,2012-01-01 00:15:00,35053,105203,0.0,1421.05263157895,330.2842,0
MT_087,35040,2012-01-01 00:15:00,35052,105204,0.0,337.730870712401,86.6018,0
MT_088,35040,2012-01-01 00:15:00,35053,105203,0.0,515.555555555556,95.3822,0
MT_089,35040,2012-01-01 00:15:00,35052,105204,0.0,571.428571428571,145.9033,0
MT_090,35040,2012-01-01 00:15:00,35058,105198,0.0,339.330024813896,96.7818,0
MT_091,35040,2012-01-01 00:15:00,35049,105207,0.0,306.871247498332,103.7734,0
MT_092,73095,2013-01-31 10:00:00,73099,67157,0.0,174.974039460021,24.7815,0
MT_093,35040,2012-01-01 00:15:00,35049,105207,0.0,286.802030456853,19.5326,0
MT_094,35040,2012-01-01 00:15:00,35044,105212,0.0,245.073269327943,19.3744,0
MT_095,35040,2012-01-01 00:15:00,35044,105212,0.0,123.101100052383,12.7431,0
MT_096,35040,2012-01-01 00:15:00,35045,105211,0.0,41.1594202898551,8.1955,0
MT_097,35040,2012-01-01 00:15:00,35044,105212,0.0,609.243697478992,140.8100,0
MT_098,35040,2012-01-01 00:15:00,35044,105212,0.0,1843.49258649094,511.1127,0
MT_099,35040,2012-01-01 00:15:00,35044,105212,0.0,4578.125,877.5877,0
MT_100,35040,2012-01-01 00:15:00,35044,105212,0.0,295.60585885486,44.1621,0
MT_101,35040,2012-01-01 00:15:00,35049,105207,0.0,3080.1393728223,524.3431,0
MT_102,35040,2012-01-01 00:15:00,35044,105212,0.0,3240.42272126816,656.2477,0
MT_103,35040,2012-01-01 00:15:00,35051,105205,0.0,2720.33898305085,843.3659,0
MT_104,35040,2012-01-01 00:15:00,35044,105212,0.0,1833.66336633663,425.5690,0
MT_105,35040,2012-01-01 00:15:00,35044,105212,0.0,716.867469879518,163.6778,0
MT_106,106464,2014-01-14 00:15:00,106468,33788,0.0,148.148148148148,12.3136,0
MT_107,106464,2014-01-14 00:15:00,106468,33788,0.0,68.0157391793142,4.0592,0
MT_108,106464,2014-01-14 00:15:00,106468,33788,0.0,131.318681318681,7.1556,0
MT_109,109824,2014-02-18 00:15:00,109829,30427,0.0,255.31914893617,15.5803,0
MT_110,106464,2014-01-14 00:15:00,106468,33788,0.0,215.608465608466,5.6630,0
MT_111,106464,2014-01-14 00:15:00,106468,33788,0.0,182.565789473684,12.7091,0
MT_112,109248,2014-02-12 00:15:00,109289,30967,0.0,122.778675282714,7.6795,0
MT_113,106464,2014-01-14 00:15:00,106468,33788,0.0,72.289156626506,7.7322,0
MT_114,35040,2012-01-01 00:15:00,35071,105185,0.0,774.834437086093,232.4432,0
MT_115,106464,2014-01-14 00:15:00,106483,33773,0.0,84.9141824751581,5.6493,0
MT_116,109824,2014-02-18 00:15:00,109828,30428,0.0,109.484404837683,9.3728,0
MT_117,106464,2014-01-14 00:15:00,106468,33788,0.0,63.7755102040816,3.6176,0
MT_118,35040,2012-01-01 00:15:00,35054,105202,0.0,285.522788203753,73.1113,0
MT_119,35040,2012-01-01 00:15:00,35056,105200,0.0,239.893617021277,60.2463,0
MT_120,106464,2014-01-14 00:15:00,106468,33788,0.0,95.8617077003667,9.6096,0
MT_121,106464,2014-01-14 00:15:00,106468,33788,0.0,619.815668202765,27.6509,0
MT_122,106464,2014-01-14 00:15:00,106468,33788,0.0,71.6064757160648,5.3805,0
MT_123,35040,2012-01-01 00:15:00,35259,104997,0.0,179.886685552408,46.5744,0
MT_124,0,2011-01-01 00:15:00,12,140244,0.0,765.55023923445,280.7634,0
MT_125,35040,2012-01-01 00:15:00,35052,105204,0.0,103.397341211226,28.7218,0
MT_126,35040,2012-01-01 00:15:00,35052,105204,0.0,141.138732959102,44.1361,0
MT_127,52513,2012-07-01 00:30:00,71740,68516,0.0,146.887966804979,41.7918,0
MT_128,35040,2012-01-01 00:15:00,35052,105204,0.0,792.442497261774,224.3950,0
MT_129,35040,2012-01-01 00:15:00,35040,105216,0.0,286.110776640578,83.4305,0
MT_130,35040,2012-01-01 00:15:00,100609,39647,0.0,604.395604395604,32.1249,0
MT_131,0,2011-01-01 00:15:00,66917,73339,0.0,1770.83333333333,69.5631,0
MT_132,0,2011-01-01 00:15:00,78973,61283,0.0,124.101894186806,13.5983,0
MT_133,112096,2014-03-13 16:15:00,121760,18496,0.0,39.0309555854643,0.8181,0
MT_134,70176,2013-01-01 00:15:00,70176,70080,0.0,64.0243902439024,7.1176,0
MT_135,35040,2012-01-01 00:15:00,35052,105204,0.0,74.495602690119,24.2608,0
MT_136,35040,2012-01-01 00:15:00,35148,105108,0.0,275.268817204301,100.0294,0
MT_137,35040,2012-01-01 00:15:00,35052,105204,0.0,171.648163962425,53.1664,0
MT_138,35040,2012-01-01 00:15:00,35053,105203,0.0,296.463506395786,85.4764,0
MT_139,35040,2012-01-01 00:15:00,35052,105204,0.0,819.479429051217,294.6024,0
MT_140,35040,2012-01-01 00:15:00,35052,105204,0.0,360.94674556213,48.4909,0
MT_141,35040,2012-01-01 00:15:00,35052,105204,0.0,61.6016427104723,6.6278,0
MT_142,35040,2012-01-01 00:15:00,35052,105204,0.0,297.88838612368,41.6820,0
MT_143,35040,2012-01-01 00:15:00,35186,105070,0.0,397.491821155943,127.2519,0
MT_144,63902,2012-10-27 15:45:00,63917,76339,0.0,428.077455048409,99.0004,0
MT_145,35040,2012-01-01 00:15:00,35055,105201,0.0,153.573538098051,58.0142,0
MT_146,35681,2012-01-07 16:30:00,35720,104536,0.0,186.225895316804,62.6093,0
MT_147,35040,2012-01-01 00:15:00,35052,105204,0.0,5443.90243902439,2051.0588,0
MT_148,35040,2012-01-01 00:15:00,35052,105204,0.0,688.968335035751,257.4552,0
MT_149,35040,2012-01-01 00:15:00,35064,105192,0.0,61.277705345502,17.6062,0
MT_150,35040,2012-01-01 00:15:00,35054,105202,0.0,56.3035495716034,20.5945,0
MT_151,35040,2012-01-01 00:15:00,35157,105099,0.0,289.002557544757,74.1382,0
MT_152,70176,2013-01-01 00:15:00,70184,70072,0.0,2020.67183462532,529.5138,0
MT_153,35040,2012-01-01 00:15:00,35061,105195,0.0,364.11332633788,137.9078,0
MT_154,35040,2012-01-01 00:15:00,35080,105176,0.0,78.1414994720169,24.9360,0
MT_155,35040,2012-01-01 00:15:00,35053,105203,0.0,511.111111111111,110.9434,0
MT_156,0,2011-01-01 00:15:00,0,140256,0.779787897691828,183.449781659389,78.0107,0
MT_157,35040,2012-01-01 00:15:00,35086,105170,0.0,5625.36023054755,1640.2217,0
MT_158,0,2011-01-01 00:15:00,0,140256,0.868983957219251,235.33422459893,75.5070,0
MT_159,0,2011-01-01 00:15:00,0,140256,1.19731800766284,167.375478927203,61.9219,0
MT_160,108480,2014-02-04 00:15:00,108480,31776,0.0,58.7942779291553,1.1600,0
MT_161,0,2011-01-01 00:15:00,18,140238,0.0,4083.33333333333,1774.4501,0
MT_162,0,2011-01-01 00:15:00,45,140211,0.0,683.987274655355,288.5658,0
MT_163,0,2011-01-01 00:15:00,21,140235,0.0,4923.96313364055,2398.8643,0
MT_164,5038,2011-02-22 11:45:00,5072,135184,0.0,285.187914517318,108.6893,0
MT_165,93929,2013-09-05 10:30:00,93933,46323,0.0,154.311649016641,28.1042,0
MT_166,0,2011-01-01 00:15:00,0,140256,13.7362637362637,2173.62637362637,1283.4341,0
MT_167,51648,2012-06-22 00:15:00,51648,88608,0.0,156.818830242511,47.8708,0
MT_168,0,2011-01-01 00:15:00,0,140256,1.04966139954853,298.837471783296,137.1160,0
MT_169,0,2011-01-01 00:15:00,0,140256,0.265129682997118,78.7204610951009,40.0263,0
MT_170,75744,2013-02-28 00:15:00,75744,64512,0.0,247.452830188679,39.6217,0
MT_171,0,2011-01-01 00:15:00,0,140256,1.38972809667674,443.323262839879,246.2178,0
MT_172,0,2011-01-01 00:15:00,0,140256,0.809464508094645,259.688667496887,124.0675,0
MT_173,42720,2012-03-21 00:15:00,42720,97536,0.0,135.30303030303,43.6128,0
MT_174,0,2011-01-01 00:15:00,96,140160,0.0,338.218125960061,145.3325,0
MT_175,0,2011-01-01 00:15:00,96,140160,0.0,329.638157894737,163.3212,0
MT_176,0,2011-01-01 00:15:00,0,140256,0.646766169154229,162.119402985075,84.7706,0
MT_177,53952,2012-07-16 00:15:00,53952,86304,0.0,313.682634730539,92.6417,0
MT_178,124224,2014-07-18 00:15:00,124320,15936,0.0,926.062717770035,51.6262,0
MT_179,104064,2013-12-20 00:15:00,104160,36096,0.0,154.619246861925,20.2797,0
MT_180,0,2011-01-01 00:15:00,0,140256,1.17004680187207,295.101404056162,154.2308,0
MT_181,111264,2014-03-05 00:15:00,111360,28896,0.0,250.670391061453,27.3264,0
MT_182,0,2011-01-01 00:15:00,0,140256,0.431034482758621,97.3474801061008,52.7830,0
MT_183,0,2011-01-01 00:15:00,0,140256,0.554733727810651,176.427514792899,85.3575,0
MT_184,54336,2012-07-20 00:15:00,54336,85920,0.0,177.745664739884,56.3060,0
MT_185,86592,2013-06-21 00:15:00,86592,53664,0.0,156.207710464201,26.3524,0
MT_186,95948,2013-09-26 11:15:00,95953,44303,0.0,1128.65497076023,176.6647,0
MT_187,0,2011-01-01 00:15:00,14,140242,0.0,173.750932140194,49.7745,0
MT_188,0,2011-01-01 00:15:00,96,140160,0.0,69.726867335563,35.1519,0
MT_189,0,2011-01-01 00:15:00,17,140239,0.0,826.498422712934,415.4696,0
MT_190,0,2011-01-01 00:15:00,21,140235,0.0,801.173020527859,387.0397,0
MT_191,0,2011-01-01 00:15:00,18,140238,0.0,4107.91366906475,1952.0477,0
MT_192,0,2011-01-01 00:15:00,57,140199,0.0,896.34601043997,465.8466,0
MT_193,0,2011-01-01 00:15:00,31,140225,0.0,624.249044238121,303.9864,0
MT_194,0,2011-01-01 00:15:00,24,140232,0.0,6038.13559322034,2675.0000,0
MT_195,0,2011-01-01 00:15:00,20,140236,0.0,937.394247038917,451.8696,0
MT_196,0,2011-01-01 00:15:00,22,140234,0.0,78541.6666666667,20744.1509,0
MT_197,0,2011-01-01 00:15:00,20,140236,0.0,293.010752688172,156.9045,0
MT_198,0,2011-01-01 00:15:00,24,140232,0.0,491.909385113269,246.9082,0
MT_199,0,2011-01-01 00:15:00,19,140237,0.0,1047.59174311927,465.6144,0
MT_200,0,2011-01-01 00:15:00,16,140240,0.0,1648.67841409692,848.6403,0
MT_201,0,2011-01-01 00:15:00,28,140228,0.0,614.024005053696,295.9116,0
MT_202,0,2011-01-01 00:15:00,17,140239,0.0,479.43661971831,242.3931,0
MT_203,0,2011-01-01 00:15:00,107,140149,0.0,1165.59139784946,537.6069,0
MT_204,0,2011-01-01 00:15:00,14,140242,0.0,1613.4328358209,888.2143,0
MT_205,0,2011-01-01 00:15:00,112,140144,0.0,961.864406779661,531.8350,0
MT_206,0,2011-01-01 00:15:00,16,140240,0.0,435.280641466208,209.2151,0
MT_207,0,2011-01-01 00:15:00,31,140225,0.0,1862.58503401361,857.4103,0
MT_208,0,2011-01-01 00:15:00,22,140234,0.0,14218.487394958,6662.0301,0
MT_209,0,2011-01-01 00:15:00,116,140140,0.0,1164.0625,586.1908,0
MT_210,0,2011-01-01 00:15:00,15,140241,0.0,1571.05943152455,733.4094,0
MT_211,0,2011-01-01 00:15:00,23,140233,0.0,376.0,192.8444,0
MT_212,0,2011-01-01 00:15:00,14,140242,0.0,658.914728682171,363.7743,0
MT_213,0,2011-01-01 00:15:00,49,140207,0.0,2477.22342733189,1195.7391,0
MT_214,0,2011-01-01 00:15:00,24,140232,0.0,962.321792260693,396.8640,0
MT_215,0,2011-01-01 00:15:00,15,140241,0.0,809.294871794872,405.4711,0
MT_216,0,2011-01-01 00:15:00,29,140227,0.0,4514.95016611296,2200.5197,0
MT_217,0,2011-01-01 00:15:00,17,140239,0.0,537.985865724382,214.4550,0
MT_218,0,2011-01-01 00:15:00,25,140231,0.0,2378.07183364839,1300.4491,0
MT_219,0,2011-01-01 00:15:00,82,140174,0.0,1234.40860215054,509.5168,0
MT_220,0,2011-01-01 00:15:00,15,140241,0.0,7075.94936708861,2951.4499,0
MT_221,0,2011-01-01 00:15:00,16,140240,0.0,369.599167100468,158.6896,0
MT_222,0,2011-01-01 00:15:00,14,140242,0.0,2045.33333333333,946.2837,0
MT_223,0,2011-01-01 00:15:00,79662,60594,0.0,1541.33333333333,336.2102,0
MT_224,86880,2013-06-24 00:15:00,86880,53376,0.0,6770.57971014493,1287.9561,0
MT_225,0,2011-01-01 00:15:00,0,140256,1.65853658536585,668.614634146342,337.5586,0
MT_226,0,2011-01-01 00:15:00,55,140201,0.0,955.77967416602,483.8973,0
MT_227,0,2011-01-01 00:15:00,18,140238,0.0,549.6417604913,272.2298,0
MT_228,0,2011-01-01 00:15:00,12,140244,0.0,10473.6842105263,5782.6568,0
MT_229,0,2011-01-01 00:15:00,126,140130,0.0,1625.96599690881,973.7101,0
MT_230,0,2011-01-01 00:15:00,12,140244,0.0,225.896860986547,98.5101,0
MT_231,0,2011-01-01 00:15:00,0,140256,5.70776255707763,1595.61643835616,641.4659,0
MT_232,0,2011-01-01 00:15:00,0,140256,0.670960815888352,200.531400966184,85.5987,0
MT_233,0,2011-01-01 00:15:00,0,140256,0.736342042755345,330.197941409343,139.1441,0
MT_234,0,2011-01-01 00:15:00,0,140256,0.707814269535674,191.030577576444,88.1850,0
MT_235,0,2011-01-01 00:15:00,0,140256,4.55882352941177,1617.5,791.8747,0
MT_236,0,2011-01-01 00:15:00,96,140160,0.0,338.411214953271,147.8826,0
MT_237,0,2011-01-01 00:15:00,0,140256,0.59504132231405,168.67217630854,85.9912,0
MT_238,0,2011-01-01 00:15:00,0,140256,3.125,928.95,410.8675,0
MT_239,0,2011-01-01 00:15:00,0,140256,1.0048231511254,231.551446945338,116.0062,0
MT_240,0,2011-01-01 00:15:00,0,140256,3.01204819277108,892.939759036145,364.4990,0
MT_241,0,2011-01-01 00:15:00,13,140243,0.0,5061.72839506173,2616.8671,0
MT_242,0,2011-01-01 00:15:00,0,140256,1.87687687687688,412.942942942943,199.8366,0
MT_243,0,2011-01-01 00:15:00,14,140242,0.0,285.600636435959,131.0913,0
MT_244,0,2011-01-01 00:15:00,0,140256,0.993560257589696,342.769089236431,156.9007,0
MT_245,0,2011-01-01 00:15:00,0,140256,1.06896551724138,371.126436781609,198.3349,0
MT_246,0,2011-01-01 00:15:00,96,140160,0.0,1236.88796680498,608.0143,0
MT_247,0,2011-01-01 00:15:00,14,140242,0.0,1398.37398373984,464.1532,0
MT_248,0,2011-01-01 00:15:00,0,140256,1.3873473917869,454.850166481687,166.7253,0
MT_249,0,2011-01-01 00:15:00,0,140256,0.642857142857143,157.059523809524,69.6453,0
MT_250,0,2011-01-01 00:15:00,0,140256,0.699029126213592,181.857605177994,93.0570,0
MT_251,0,2011-01-01 00:15:00,0,140256,0.668091929449492,147.525387493319,78.0625,0
MT_252,0,2011-01-01 00:15:00,0,140256,1.91717791411043,467.944785276074,232.6342,0
MT_253,0,2011-01-01 00:15:00,0,140256,2.12947189097104,746.149914821124,334.6074,0
MT_254,0,2011-01-01 00:15:00,0,140256,1.47945205479452,485.575342465753,250.5582,0
MT_255,64992,2012-11-08 00:15:00,64992,75264,0.0,1242.67924528302,329.5144,0
MT_256,0,2011-01-01 00:15:00,0,140256,1.14051094890511,300.465328467153,147.2839,0
MT_257,0,2011-01-01 00:15:00,0,140256,1.16171003717472,310.724907063197,156.4146,0
MT_258,0,2011-01-01 00:15:00,0,140256,0.851735015772871,255.733438485804,123.5988,0
MT_259,0,2011-01-01 00:15:00,0,140256,1.88640973630832,347.789046653144,159.0796,0
MT_260,0,2011-01-01 00:15:00,0,140256,1.42857142857143,394.754285714286,183.5309,0
MT_261,0,2011-01-01 00:15:00,0,140256,0.631313131313131,169.878787878788,62.4239,0
MT_262,0,2011-01-01 00:15:00,0,140256,1.79083094555874,412.679083094556,197.4129,0
MT_263,0,2011-01-01 00:15:00,0,140256,1.39896373056995,447.422279792746,191.5885,0
MT_264,0,2011-01-01 00:15:00,0,140256,1.35427952329361,441.820151679307,196.4633,0
MT_265,0,2011-01-01 00:15:00,0,140256,1.23147092360319,320.376282782212,177.6667,0
MT_266,0,2011-01-01 00:15:00,0,140256,1.94945848375451,512.617328519856,280.6974,0
MT_267,0,2011-01-01 00:15:00,110,140146,0.0,178.36919592299,69.9115,0
MT_268,0,2011-01-01 00:15:00,0,140256,2.45579567779961,573.811394891945,250.5656,0
MT_269,0,2011-01-01 00:15:00,0,140256,7.14285714285714,1686.11428571429,800.7495,0
MT_270,0,2011-01-01 00:15:00,0,140256,0.643997939206595,147.887686759402,68.4065,0
MT_271,0,2011-01-01 00:15:00,0,140256,0.94197437829691,316.412961567445,152.5373,0
MT_272,0,2011-01-01 00:15:00,14,140242,0.0,279.341111873713,155.3574,0
MT_273,0,2011-01-01 00:15:00,26,140230,0.0,1102.1021021021,496.7011,0
MT_274,0,2011-01-01 00:15:00,15,140241,0.0,592.017738359202,328.9443,0
MT_275,0,2011-01-01 00:15:00,0,140256,0.866851595006935,264.660194174757,131.4951,0
MT_276,0,2011-01-01 00:15:00,0,140256,10.6930693069307,3928.51485148515,1973.3354,0
MT_277,0,2011-01-01 00:15:00,0,140256,0.604703247480403,199.036954087346,92.0243,0
MT_278,0,2011-01-01 00:15:00,0,140256,0.794701986754967,167.593818984547,90.6690,0
MT_279,0,2011-01-01 00:15:00,96,140160,0.0,21414.1666666667,12038.9712,0
MT_280,9216,2011-04-07 00:15:00,9216,131040,0.0,583.574074074074,270.7144,0
MT_281,0,2011-01-01 00:15:00,0,140256,0.758955676988464,246.381299332119,122.7909,0
MT_282,0,2011-01-01 00:15:00,96,140160,0.0,201.964285714286,113.0817,0
MT_283,0,2011-01-01 00:15:00,0,140256,1.70299727520436,466.471389645777,268.6284,0
MT_284,0,2011-01-01 00:15:00,0,140256,0.541353383458647,165.568922305764,73.7910,0
MT_285,0,2011-01-01 00:15:00,0,140256,0.690989496959646,204.847982310669,101.4432,0
MT_286,0,2011-01-01 00:15:00,0,140256,0.620333141872487,227.323377369328,120.5914,0
MT_287,0,2011-01-01 00:15:00,0,140256,1.23031496062992,338.986220472441,158.0192,0
MT_288,0,2011-01-01 00:15:00,2112,138144,0.0,277.384428223844,95.1408,0
MT_289,102048,2013-11-29 00:15:00,102048,38208,0.0,171.792073520965,28.2407,0
MT_290,0,2011-01-01 00:15:00,0,140256,4.35540069686411,1501.56794425087,583.4079,0
MT_291,0,2011-01-01 00:15:00,16,140240,0.0,217.934782608696,89.3986,0
MT_292,0,2011-01-01 00:15:00,0,140256,2.43792325056433,613.792325056433,264.3604,0
MT_293,0,2011-01-01 00:15:00,0,140256,0.717154331612163,190.665519219736,97.3072,0
MT_294,0,2011-01-01 00:15:00,0,140256,5.06756756756757,1495.2027027027,641.0200,0
MT_295,0,2011-01-01 00:15:00,0,140256,2.80120481927711,609.457831325301,266.6687,0
MT_296,0,2011-01-01 00:15:00,0,140256,0.83948959032908,247.521826729349,97.8825,0
MT_297,0,2011-01-01 00:15:00,0,140256,0.931034482758621,310.784482758621,150.6588,0
MT_298,0,2011-01-01 00:15:00,0,140256,7.35294117647059,2239.0,964.4080,0
MT_299,0,2011-01-01 00:15:00,0,140256,4.20875420875421,1034.0404040404,494.2905,0
MT_300,0,2011-01-01 00:15:00,0,140256,1.13327289211242,257.51586582049,131.8172,0
MT_301,0,2011-01-01 00:15:00,0,140256,0.786598689002185,241.303714493809,116.1573,0
MT_302,0,2011-01-01 00:15:00,0,140256,1.00644122383253,279.734299516908,126.9184,0
MT_303,0,2011-01-01 00:15:00,0,140256,1.09533468559838,332.951318458418,152.6419,0
MT_304,0,2011-01-01 00:15:00,0,140256,0.529612756264237,142.750569476082,69.3295,0
MT_305,103008,2013-12-09 00:15:00,103008,37248,0.0,156.877562975981,18.9943,0
MT_306,0,2011-01-01 00:15:00,0,140256,0.550178298522669,191.344880285278,81.2558,0
